text;question;options;ans;label;category
"Miskin Dan Sepi

Seorang pemuda baru saja mewarisi kekayaan orang tuanya. Ia langsung terkenal sebagai orang kaya dan banyak orang yang menjadi kawannya. Namun, ia tidak cakap mengelola, tidak lama seluruh uangnya habis. Satu per satu kawan-kawannya pun menjauhinya.
Ketika ia benar-benar miskin dan sebatang kara, ia mendatangi Mahendra, untuk meminta petunjuk,
�Uang saya sudah habis. Kawan-kawan saya meninggalkan saya. Apa yang harus saya lakukan?� keluh pemuda itu.
�Jangan khawatir,� jawab Mahendra, �Segalanya akan normal kembali. Tunggu saja beberapa hari ini. Kau akan kembali tenang dan bahagia.�
Pemuda itu gembira bukan main. �Jadi saya akan segera kembali kaya?�
�Bukan begitu maksudku. Kau salah tafsir. Maksudku, dalam waktu yang tidak terlalu lama, kau akan terbiasa menjadi orang yang miskin dan tidak mempunyai teman.�";Teks anekdot di atas menggunakan sudut pandang orang ketiga yang ditandai dengan �;"A. Penggunaan nama tokoh saya
B. Penggunaan nama tokoh kawan-kawan pemuda
C. Penggunaan nama tokoh saya dan kau
D. Penggunaan nama sapaan tokoh pemuda dan Mahendra
E. Penggunaan nama tokoh pemuda dan kawannya";D;C2;MOTS
"Perhatikan kedua kutipan teks berikut ini!

Kutipan teks 1
Beberapa hari setelah hari raya idul adha di sore hari. Arya sedang mengobrol kesana kemari dengan sepupunya dan saudara kandungnya yang berkunjung kerumahnya.

Kutipan teks 2
Semua mahasiswa di kelas itu tercengang dengan jawaban si Ahmad, semua teman-temannya saling berpandang-pandangan dan mulai tertawa keras.";13. Perbedaan pola penyajian kedua kutipan teks anekdot di atas adalah �;"A. Kutipan teks 1 merupakan bagian dari orientasi teks anekdot, sedangkan kutipan teks 2 merupakan bagian dari reaksi teks anekdot.
B. Kutipan teks 1 merupakan bagian dari orientasi teks anekdot, sedangkan kutipan teks 2 merupakan bagian dari koda teks anekdot.
C. Kutipan teks 1 merupakan bagian dari krisis teks anekdot, sedangkan kutipan teks 2 merupakan bagian dari reaksi teks anekdot.
D. Kutipan teks 1 merupakan bagian dari orientasi teks anekdot, sedangkan kutipan teks 2 merupakan bagian dari krisis teks anekdot.
E. Kutipan teks 1 merupakan bagian dari abstraksi teks anekdot, sedangkan kutipan teks 2 merupakan bagian dari reaksi teks anekdot.";E;C4;HOTS
;Hikayat termasuk ke dalam salah satu �;"A. Fabel
B. Legenda
C. Dongen
D. Cerita sejarah
E. Cerita rakyat";E;C1;LOTS
"Perhatikan kutipan hikayat berikut ini!

Di suatu negeri nun jauh hiduplah seorang tua bersama keluarganya. Pekerjaan si Tua itu sehari-hari menangkap burung dan ayam di hutan. Maka ayam yang ditangkapnya akan dijualnya kepada saudagar-saudagar di pasar.

Syahdan maka pada suatu ketika datanglah seorang yang gagah lagi muda. Maka karena tidak percaya bahwa sang kakek yang tua mampu menangkap ayam, seorang muda itu mengajaknya berlomba mencari ayam di hutan. Maka pada suatu hari pergilah orang tua itu menuju hutan bersama orang sekampung yang hendak menyaksikan ia mencari ayam.

Maka pada ketika sampai di hutan, orang tua itu langsung menuju pohon paling besar. Maka dilihat olehnya banyak burung bayan menempel di daun dan ranting pohon. Maka ia segera melepas bajunya, lalu sambil membawa golok ia memanjat pohon besar itu. Dalam waktu tidak lama, sudah ada 99 ekor burung bayan dijatuhkannya ke tanah. Maka heranlah orang-orang kampung itu melihatnya dan beroleh malulah orang pemuda yang mengajaknya berlomba.";Nilai yang paling menonjol dalam kutipan hikayat tersebut adalah �;"A. Nilai moral
B. Nilai edukasi
C. Nilai estetika
D. Nilai budaya
E. Nilai religi";A;C2;MOTS
"Perhatikan kutipan teks berikut ini!

Barang siapa yang melihatnya pastilah terpegun dan takjub akan keindahan dan kepelikan burung cenderawasih. Maka tak ada heranlah jika si Jelita banyak diinginkan oleh orang.";Majas yang terdapat dalam kutipan teks di atas adalah �;"A. Majas antonomasia
B. Majas hiperbola
C. Majas simile
D. Majas metafora
E. Majas personifikasi";A;C3;MOTS
"Perhatikan kutipan teks berikut ini!

(1) Tersebut cerita seorang raja yang terlalu besar kerajaannya, Saeful Muluk namanya, Ajam Saukat nama kerajaannya. (2) Adapun raja ini telah berkawin dengan Putri Sukanda Rum. (3) Tetapi oleh karena permaisurinya tidak beranak, ia berkawin dengan Putri Sukanda Bayang-Bayang seperti dititahkan oleh yang penghulu raja. (4) Hatta berapa lamanya, Putri Sukanda Bayang-Bayang pun beranak anak kembar yang diberi nama Makdam dan Makdim. (5) Permaisuri takut kehilangan kasih sayang raja sama sekali, lalu berdoa meminta anak";Kalimat yang menunjukkan bahwa kutipan teks di atas mengandung nilai budaya adalah �;"A. Kalimat (1)
B. Kalimat (2)
C. Kalimat (3)
D. Kalimat (4)
E. Kalimat (5)";C;C4;HOTS
;Salah satu fungsi dari ikhtisar adalah �;"A. Melatih memahami isi sebuah buku atau karangan ilmiah
B. Menuntun seseorang agar dapat memahami inti dari isi suatu teks fiksi
C. Meningkatkan angka literasi di kalangan masyarakat
D. Melatih seseorang untuk menulis kalimat pendek
E. Melatih memahami isi sebuah buku atau karangan";E;C1;LOTS
"Perhatikan ilustrasi berikut ini!

Lani telah selesai membaca cerpen berjudul �Filosofi Kopi�. Menurutnya, cerpen yang memiliki alur maju itu sangat menarik. Oleh karena itu, ia berencana untuk membuat ikhtisar dari cerpen tersebut. Tak hanya itu, ia pun berencana mengunggah ikhtisarnya di media sosial agar orang lain bisa tahu inti dari cerpen tersebut.";Berdasarkan ilustrasi di atas, Ningsih dapat mengikhtisarkan cerpen tersebut menggunakan �;"A. Alur maju
B. Alur mundur
C. Alur campuran
D. Alur maju atau mundur
E. Alur apa pun sesuai keinginannya";E;C2;MOTS
"Seorang lelaki masih muda dengan penampilan yang sangat rapi datang ke sebuah kantor. Ia berharap bisa diterima di perusahaan tersebut dan bisa bekerja di sana dengan nyaman. Oleh karena itu, ia mempersiapkan materi dan kebutuhan wawancara kerja dengan sangat baik. Sesampainya di perusahaan, ia dengan percaya diri mengetuk pintu dari luar.

�Silakan masuk!� jawab seseorang dari dalam ruangan.
�Mohon maaf, apakah Pak Toni ada?� tanyanya.
�Enggak, sila keluar!�
�Baiklah.�
�Di mana Pak Toni? Kenapa yang berada di dalam justru OB?� tanya pemuda tersebut kepada salah seorang petugas yang ada di luar ruangan.
�Yang di dalam itu Pak Toni. Beliau memang kerap begitu, pura-pura menjadi OB untuk mengetes karyawannya,� jelas petugas tersebut.
�Lalu nasib saya bagaimana?�";Paragraf ikhtisar yang tepat berdasarkan kutipan teks tersebut adalah �;"A. Seorang lelaki masih muda dengan penampilan yang sangat rapi datang ke sebuah kantor. Ia berharap bisa diterima di perusahaan tersebut dan bisa bekerja di sana dengan nyaman. Oleh karena itu, ia mempersiapkan materi dan kebutuhan wawancara kerja dengan sangat baik.
B. Ada lelaki muda berpenampilan rapi yang datang ke kantor untuk wawancara. Meski sudah mempersiapkan semua materi dan kebutuhan wawancara dengan baik, ia akhirnya gagal karena salah mengira pewawancaranya sebagai OB.
C. Seorang lelaki masih muda dengan penampilan yang sangat rapi datang ke sebuah kantor. Sesampainya di perusahaan, ia dengan percaya diri mengetuk pintu dari luar. Rupanya, orang yang di dalam ruangan adalah OB.
D. Seorang lelaki muda berpenampilan rapi datang ke sebuah kantor. Ia sudah mempersiapkan materi dan semua kebutuhan wawancara, berharap agar diterima. Namun, saat masuk ruangan hendak wawancara, ia justru menyangka orang yang seharusnya akan mewawancarainya sebagai OB.
E. Seorang lelaki masih muda dengan penampilan yang sangat rapi datang ke sebuah kantor. Ia berharap bisa diterima di perusahaan tersebut dan bisa bekerja di sana dengan nyaman. Sesampainya di perusahaan, ia dengan percaya diri mengetuk pintu dari luar dan dimulailah wawancaranya.";D;C4;HOTS
;Frasa berikut ini yang merupakan kelompok nomina.;"A. Pelaut,lautan,pegangan,perumahan
 B. Mainkan,mainan,memainkan,permainan
 C. Minuman,makanan,pedagang,berdagang
 D. Pendengar,persatuan,satuan,bersatu
 E. Kecilkan,besaran,pendorong,perselisihan
 ";A;C3;Menerapkan
;Frasa berikut ini yang merupakan kelompok verba;"A. Pergi,sakit, datang,pulang,maju
 B. Menangis,dimasak,berkata,terangkat
 C. Bernyanyi,menari,di tepi, tercepat
 D. Memasukan,menulis,menyirami,membuka
 E. Bergetar,dating,sepi, mainkan.
 ";D;C3;Menerapkan
Halaman rumah paman saya di Bandung masih luas meskipun telah digusur.  ;Prefiks dalam  kalimat di atas terdapat pada kata ?;"A. Halaman
 B. di Bandung.
 C. Rumah
 D. Meskipun
 E. digusur
 ";E;C2 ;Mengklasifikasi
"Tapi ia sendiri bermimpi. Ia mimpikan busut-busut terigu yang  Turun, seperti hujan menggerutu. Di sebuah ladang. Enam  Orang berlari seakan ketakutan akan matahari. ""Itu semua  Anakku,"" katanya. ""Semua anakku.""   � ";"Makna kata ""busut-busut"" pada puisi di atas adalah";"A. Gumpalan-gumpalan
								 B. Tetesan-tetesan
 C. Aliran-aliran
								 D. Tumpukan-tumpukan
								 E. Lelehan-lelehan ";A;C2 ;Menjelaskan
;Kalimat yang berbentuk perintah/imperatif adalah .;"A. Peserta melakukan daftar ulang di meja panitia.
									 B. Lakukan daftar ulang dimeja panitia
									 C. Apakah Anda telah mendapatkan nomor peserta?
									 D. Peserta mendapatkan nomor urut tampil.
									 E. Peserta menunggu sampai panitia memanggil nomor urut tampil.
									 ";B;C5;
;Pronomina merupakan kata yang bertugas menggantikan;"A. Adjektiva
 B. Nomina
 C. Verba
 D. Adverbia
 E. 
Numeralia� ";B;C1;Menyebutkan
;Pertanian merupakan salah satu sektor utama di negeri ini. Akan tetapi, kita ternyata masih sering mengimpor beras dari negara lain. Pada masa ini, kita semua dituntut untuk lebih kreatif lagi, terutama dalam masalah meningkatkan kualitas dan kuantitas ketersediaan bahan pangan seperti beras.Paragraf tersebut termasuk ke dalam ....;"A. 
�
penegasan ulang
 B. argumentasi
 C. persuasi
 D. tesis
 E. narasi
� ";D;C2 ;Mengklasifikasi
Juang  Karya: Tiyas Nur Kartika  Sepanjang juangku  terukir segala angan lewat deru nafasku  berbinar harapan yang kugarap dalam hitungan waktu  memberi yang terbaik belum tentu mampu  biarkanlah juang ini hinggap tebarkan bahagia dan hapuskan lukaku  ;Puisi di atas bertema...;"A. Kerinduan
 B. Kemanusiaan
 C. Perjuangan
 D. Kesabaran
 E. Percintaan
 ";C;C2;Mengkategorikan
;Pada dasarnya kerangka sebuah debat tidak jauh berbeda dengan kerangka dasar jurnal dan pidato. Namun, dalam membuat kerangka debat harus;"A. 
�
Rapi dan bijaksana
 B. Terstruktur dengan baik
 C. Terorganisir dan dipresentasikan
 D. Adanya Tanya jawab dengan narasumber
 E. Dapat mengajukan gagasan atau sanggahan yang sesuai dengan topic
 ";B;C2;Membedakan
"Bacalah penggalan hikayat ""Indera Bangsawan"" berikut!  Maka baginda pun bimbanglah, tida tahu siapa yang patut dirayakan dalam negeri karena anaknya kedua orang itu sama-sama gagah. Jikalau baginda pun mencari muslihat, ia menceritakan kepada kedua anaknya bahwa ia bermimpi bertemu dengan seorang pemuda dan berkata kepadanya: barang siapa yang dapat mencari buluh perindu yang dipegangnya, ialah yang patut menjadi raja di dalam negeri.  ";Nilai yang terkandung pada penggalan hikayat di atas yaitu...;"A. 
�
nilai moral
 B. nilai agama
 C. nilai budaya
 D. nilai pendidikan
 E. nilai sosial
 ";D;C2;Mengkategorikan
;Berikut ini yang termasuk teks anekdot adalah.;"A.  
�
Harimau (Panthera tigris) digolongkan ke dalam mamalia, yaitu binatang yang menyusui. ""Kucing besar""itu adalah hewan pemangsa dan pemakan daging. Harimau dapat mencapai tinggi 1,5 meter, panjang 3,3 meter, dan berat 300 kilogram. Bulunya berwarna putih dan cokelat keemasan-emasan dengan belang atau loreng berwarna hitam
 B. Saudara-saudara yang saya hormati, Beberapa hari yang lalu, masyarakat sedang merayakan pesta demokrasi�memilih presiden dan wakil presiden secara langsung. Saya berharap, siapapun yang menjadi presiden dan wakil presiden, kita harus berlapang dada untuk menerima segala kebijakannya.
 C. Pernahkah Anda membuat SIM, misalnya SIM C? Mengurus SIM tentu memerlukan waktu dan biaya. Tulisan ini bertujuan untuk berbagi pengalaman dalam mengurus SIM C dengan jalan yang benar.
 D. Perdagangan bebas yang diusung oleh sebuah negara dipastikan dapat menguntungkan atau merugikan negara yang bersangkutan. Dampak negatif kebijakan politik negara di sektor ekonomi ini mudah kita temukan di Indonesia
 E. Ibu-ibu sedang kerja bakti membersihkan jalan desa pada pagi hari. Suasana terkesan ramai, obrolan seputar harga, gosip, dan anak. ""Wah, bulan ini banyak pangeluaran. Anak saya masuk kuliah dan adiknya masuk SMA,"" kata Bu Tini ""Semua ternak saya, saya sekolahkan Bu biar pintar"" sambung Bu Tini ""He..he..he"" tawa Bu Romlah renyah Mereka

							� ";E;C5;
;Buku yang memuat kumpulan puisi baik dari seorang penyair atau beberapa penyair. Pernyataan tersebut merupakan pengertian dari;"A. 
�
Pembacaan puisi
 B. Memahami puisi
 C. Antologi puisi
 D. Penilaian puisi
 E. Menulis puisi
 ";C;C1;Menyebutkan
;Memahami isi puisi adalah upaya awal yang harus dilakukan oleh pembaca puisi untuk mengungkapkan makna yang;"A. 
�
Indah 
 B. Tersirat
 C. Tersurat
 D. Menarik
 E. Imajinatif
 ";B;C1;Menyebutkan
;Puisi mengungkapkan pikiran dan perasaan penyair secara imajinatif dan disusun dengan mengonsentrasikan kekuatan bahasa dengan;"A. 
�
Strukturnya
 B. Unsur pembangunnya
 C. Unsur intrinsik
 D. Unsur ekstrinsik
 E. Struktur fisik dan struktur batinnya
 ";E;C1;Menyebutkan
Bacalah paragraf berikut dengan cermat!  Mobil matik banyak digemari warga yang hidup di kota besar. Mereka memilih mobil matik karena kemacetan lalu lintas di kota besar sangat luar biasa. Mengendarai mobil matik pada saat arus lalu lintas macet jelas lebih nyaman dibandingkan dengan kendaraan yang bertransmisi manual.   � ;Gagasan pokok paragraf di atas adalah ;"A. mobil bertransmisi manual lebih disukai warga desa.
 B. detiap hari arus lalu lintas di kota besar macet.
 C. warga lebih menyukai mobil matik daripada mobil yang lain.
 D. arus lalu lintas di kota besar selalu macet setiap hari.
 E. mobil matik banyak digemari warga kota besar.


� ";E;C2;Menjelaskan
;Urutan struktur surat yang benar adalah...;"A. 1-2-3-4-5-6-7-8-9
 B. 4-3-2-6-8-9-7-1-5
 C. 4-3-2-8-6-9-7-1-5
 D. 2-4-3-6-8-7-1-5-9
 E. 9-8-7-6-5-4-3-2-1
 ";B;C4;Mengorganisasikan
;Penggalan teks negosiasi di atas termasuk ke dalam unsur...;"A. ����orientasi

 B. ����reorientasi

 C. ����penawaran

 D. ����krisis

 E. ����koda ";C;C2;Mengkategorikan
;Pola penyajian teks negosiasi di atas menggunakan...;"A. ����Narasi 

 B. ����Eksposisi

 C. ����Dialog

 D. ����Monolog

 E. ����Prolog ";C;C5;Menafsirkan
Balada Anak Jalanan  Resah kau menjalani waktu   Berpakaian lusuh wajah kumal   Berharap belas kasihan orang   Demi menyambung napas tiap hari   Berbekal sebuah ukulele tua   Menyanyikan lagu tanpa nada   Datar suaramu memekak telinga   Saat malam menjelang tidurmu   beralas bumi beratap langit   Hanya diselimuti hamparan bintang   Wahai kau anak jalanan   Mimpimu berserakan di atas aspal  Tergilas roda-roda mobil mewah.  ;Makna kata yang dicetak tebal dalam puisi tersebut adalah ;"A. 
�
Kekuatan
 B. Kebimbangan
 C. Keraguan
 D. Kegelisahan
 E. Kemiskinan

							� ";E;C2;Menjelaskan
Cemara berderai sampai jauh  Terasa hari jadi akan malam  Ada beberapa dahan di tingkap merapuh  Dipukul angin terpendam�    � ;Jika puisi tersebut dimusikalisasi, musik yang cocok untuk mengiringi puisi itu adalah musik yang menunjukan suasana .;"A. ����� Riang

 B. ����� Hening 

 C. ����� Syahdu

 D. ����� Haru

 E.     religius ";C;C3;Mengimplementasikan
;Apakah yang dimaksud dengan anekdot......;"A. Cerita humor yang merukapan sindiran.
 B. Cerita humor.
 C. Cerita pendek.
 D. Uraian bernaratif.
 E. Karangan yang isinya kisah kehidupan.
 ";A;C1;Menyebutkan
;Berikut adalah struktur dari teks observasi......;"A. Deskripsi manfaat, pernyataan umum, tesis.
 B. Definisi umum, deskripsi bagian, deskripsi manfaat.
 C. Deskripsi manfaat, klasifikasi, penegasan ulang.
 D. Penegasan ulang, tesis, definisi umum.
 E. Definisi umum, tesis, penegasan ulang. ";B;C1;Menyebutkan
D'topeng adalah salah satu tempat wisata yang terletak di kota Batu Jawa Timur. Keberadaan D'topeng tidak dapat dipisahkan dari museum angkut karena kedua tempat ini berada disatu tempat yang sama. Tempat wisata ini sering kalu disebut pula sebagai museum topeng karena memang berisi topeng dengan berbagai model dan bentuk.  ;Pernyataan di atas termasuk struktur teks observasi bagian.;"A. Deskripsi bagian
 B. Deskripsi umum
 C. Definisi umum
 D. Deskripsi manfaat
 E. Deskripsi eksposisi ";C;C2;Membedakan
Semua jenis wayang merupakan wujud ekspresi kebudayaan yang dimanfaatkan dalam berbagai kehidupan antara lain sebagai media pendidikan, media informasi, dan media hiburan. Wayang bermanfaat sebagai media pendidikan karena isinya banyak memberikan ajaran kehidupan kepada manusia.  ;Paragraf atas termasuk struktur teks observasi bagian.;"A. 
�
Tesis
 B. Definisi umum
 C. Definisi bagian
 D. Deskripsi
 E. Deskripsi manfaat ";E;C2;Membedakan
Suku ini memiliki kepercayaan yang dikenal Sunda Wiwitan kepercayaan ini memuja arwah nenek moyang yang pada selanjutnya percaya mereka mendapat pengaruh dari Budha dan Hindu. Kepercayaan suku ini merupakan refleksi kepercayaan masyarakat Sunda sebelum masuk agama Islam.  ;Paragraf atas termasuk struktur teks observasi bagian.;"A. Definisi umum
 B. Tesis
 C. Deskripsi
 D. Deskripsi bagian
 E. Deskripsi manfaat ";D;C2;Membedakan
;Wayang adalah seni pertunjukkan yang telah ditetapkan sebagai warisan budaya asli Indonesia. UNESCO, lembaga yang mengurusi kebudayaan dari PBB. Yaitu pada tanggal.;"A. 7 November 2003
 B. 4 Maret 2000
 C. 12 November 2009
 D. 3 Januari 2005
 E. 16 November 1976 ";A;C1;Menyebutkan
Wayang kulit dilihat dari umur dan gaya pertunjukkannya pun dibagi lagi menjadi berbagai macam Jenis. Jenis yang paling terkenal, karena diperkirakan memiliki umur paling tua adalah wayang purwa. Purwa bearsal dari Bahasa Jawa yang berarti awal. Wayang ini nterbuat dari kulit kerbau yang ditatah dan diberi warna sesuai kaidah pulasan wayang pendalangan, serta diberi tangkai dari bahan tanduk kerbau bule yang diolah sedemikian rupa dengan nama cempurit.  ;Bagian di atas termasuk struktur teks observasi ialah.;"A. Bagian definisi
 B. Definisi Umum
 C. Definisi bagian
 D. Deskripsi bagian
 E. Deskripsi manfaat ";D;C2;Membedakan
